,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
NCOR2,-0.6825781588936541,3.7282575816957872,2.897980190330422,0.10804303438706052,0.32712703284221534,NCOR2,NK_cells
SNRNP200,-0.3326263782392497,5.728466952866821,3.65987477548449,0.10818053931183455,0.32723606953681783,SNRNP200,NK_cells
SLC16A3,0.5489674893525304,3.9956371723010338,2.8953204663736467,0.1081922341200921,0.32723606953681783,SLC16A3,NK_cells
GNPDA2,0.47405446980607574,4.41619744999581,2.8950588677212106,0.1082069220906841,0.32723606953681783,GNPDA2,NK_cells
ASTE1,-0.722471321848013,3.9418423882528124,2.8949882843797137,0.10821088554093414,0.32723606953681783,ASTE1,NK_cells
SGPL1,-0.7896013734234623,3.1506438493667064,2.8947181990974946,0.10822605318643545,0.32723606953681783,SGPL1,NK_cells
ARHGAP15,-0.432490663165557,6.562068698049055,2.893001298889344,0.10832253177976736,0.3273301806597759,ARHGAP15,NK_cells
ZZEF1,-0.4853915628167976,4.563738526706579,3.4985668477236045,0.10835932242360821,0.3273301806597759,ZZEF1,NK_cells
TRAF3IP1,0.7803033508877439,3.3582141698066197,2.892114927513666,0.10837238045507337,0.3273301806597759,TRAF3IP1,NK_cells
STXBP2,0.4753972782537747,4.493031063884515,2.892071611230779,0.10837481722652959,0.3273301806597759,STXBP2,NK_cells
MTURN,0.5633861174522911,3.6971724652224625,3.527955067381513,0.10847286162239701,0.3275374253546605,MTURN,NK_cells
A2M,-1.4661723990080269,3.2332083125285886,2.889181535951777,0.10853754796244847,0.32764385918688677,A2M,NK_cells
Z93930.2,-0.6042254382175296,4.505369397292628,3.180796766675676,0.10861204728871313,0.3276909966660596,Z93930.2,NK_cells
HSPA14-1,-0.6224046569692774,4.21302406454931,3.002049134443169,0.10861204732264995,0.3276909966660596,HSPA14-1,NK_cells
MIER1,-0.2793467111996298,6.8298246377773255,2.8869145118673565,0.10866540193691256,0.3277631229154029,MIER1,NK_cells
HINT3,-0.8006448712222222,3.5497167213641405,3.5616996767403952,0.10879753114734726,0.3279935347232728,HINT3,NK_cells
AC027031.2,1.4298472961544704,1.7690134330009546,2.994301957783396,0.10884647058932435,0.3279935347232728,AC027031.2,NK_cells
VARS2,1.1213477802856944,1.738190000722908,2.9306475032741552,0.10885633163632435,0.3279935347232728,VARS2,NK_cells
GART,-0.5030751878135227,4.6865250164717525,3.4550691108418454,0.10885966911660104,0.3279935347232728,GART,NK_cells
NGDN,-0.43570727065831766,5.353909089180277,2.880847519171576,0.10900845384964163,0.3283192315890982,NGDN,NK_cells
HLA-DRA,-0.6153276636354955,6.922830826501972,2.880327939787703,0.10903789331419049,0.3283192315890982,HLA-DRA,NK_cells
AC022087.1,1.7527546941325842,1.3713078496266766,2.8800038297730852,0.10905626228076336,0.3283192315890982,AC022087.1,NK_cells
SCYL3,0.5789186531391336,3.9239556071096113,2.879289255894242,0.10909677394768647,0.32835237805239326,SCYL3,NK_cells
POLR2B,0.30176098584159633,6.287603512634469,2.8768694219461164,0.10923409693223497,0.3286768042324345,POLR2B,NK_cells
TESMIN,-6.303302749966352,1.5014910496330092,2.9242979961727626,0.10932393079304294,0.32885820262880217,TESMIN,NK_cells
AC145124.1,1.467411032010489,2.600676846841965,2.8733262583915935,0.10943554218354691,0.32905160861991156,AC145124.1,NK_cells
FBXL20,0.4769939447487791,4.360634922557249,3.171685308529577,0.10944735445740454,0.32905160861991156,FBXL20,NK_cells
GTF2H2C,-0.9817897793738257,2.9682518199016816,2.8722504967261764,0.10949679245011673,0.32911134214685367,GTF2H2C,NK_cells
TGIF1,0.6143337175910549,4.856468118119822,2.8692872092215267,0.10966572506477444,0.329530107983515,TGIF1,NK_cells
POLD2,0.5913241437677639,4.824123121453721,2.86804314901141,0.10973674033822557,0.3295379290843443,POLD2,NK_cells
RFLNB,1.068738151817075,5.783227069593197,2.8676719135628495,0.10975794244139535,0.3295379290843443,RFLNB,NK_cells
CHMP1A,-0.4771465559993453,4.533113200411715,3.2085603727534,0.10978444732348452,0.3295379290843443,CHMP1A,NK_cells
CNOT11,-0.6129299594108343,4.433986056851382,5.114186896844299,0.10982711347772049,0.3295379290843443,CNOT11,NK_cells
GALT,0.5171004175912184,4.544774994527686,2.903271854400522,0.10982877281714111,0.3295379290843443,GALT,NK_cells
SEC14L1,0.4083772138971583,4.81733083131511,3.261010588627298,0.10984802232746523,0.3295379290843443,SEC14L1,NK_cells
NDEL1,-0.5561027734158893,4.232066799006142,2.8649946859790267,0.10991099074332294,0.3295379290843443,NDEL1,NK_cells
AC122718.1,0.9120654413188731,2.5260846651926645,3.202564299987627,0.10992464049308694,0.3295379290843443,AC122718.1,NK_cells
AL162377.1,-7.1014613073036585,1.8634584339569413,2.912492711893951,0.10997847042572394,0.3295379290843443,AL162377.1,NK_cells
PSMG2,0.2571936472011239,6.5442289843218155,2.8637654105220625,0.10998135022041945,0.3295379290843443,PSMG2,NK_cells
LIX1L-AS1,-1.3172101111396657,2.933391017350946,2.8633102291397368,0.11000741694963846,0.3295379290843443,LIX1L-AS1,NK_cells
FBXL16,1.774661960602308,3.528957320762603,2.863027269659938,0.11002362484073885,0.3295379290843443,FBXL16,NK_cells
PMS2P1,0.694579778081877,3.2887714546996674,2.861748237486276,0.11009692346479806,0.32966875387764394,PMS2P1,NK_cells
SNAP47,0.5305265292510167,4.239913132859799,3.8408633785813544,0.11016922270938047,0.32969825646167905,SNAP47,NK_cells
ZNF212,0.8357337364610562,2.6864814029143496,3.8122195846044464,0.11020214064706492,0.32969825646167905,ZNF212,NK_cells
TBC1D7,0.6969800224681076,3.0491780632561922,4.0067181356505674,0.11026659023969236,0.32969825646167905,TBC1D7,NK_cells
IDE,0.7025300957924533,3.666493023013775,4.322417398804807,0.11026659024229132,0.32969825646167905,IDE,NK_cells
MT-TL1,-2.216167591576619,1.7182073676056908,2.858000609569276,0.11031202998200591,0.32969825646167905,MT-TL1,NK_cells
STK25,0.5077653922701936,4.2462060177699135,3.7467329247727865,0.11032054219927791,0.32969825646167905,STK25,NK_cells
SEC22A,0.6655471099601354,3.466525213188166,3.637444631618031,0.1103395347508983,0.32969825646167905,SEC22A,NK_cells
ARHGAP19,-2.1920626905744713,2.092185364541485,2.8574486137775117,0.1103437560934191,0.32969825646167905,ARHGAP19,NK_cells
SCRG1,-2.138762673954369,1.493203532613968,2.8565336397334007,0.11039636862269062,0.329759761622974,SCRG1,NK_cells
CLDND1,0.45574800464661597,7.085498700105541,2.8560603268235276,0.11042359672675868,0.329759761622974,CLDND1,NK_cells
SEC31A,-0.3537353558956287,5.775534783577595,2.8550231428677657,0.11048329065054055,0.32976704269507806,SEC31A,NK_cells
WDR43,0.38485715466168413,5.485603580638839,2.8549883775043154,0.11048529220215149,0.32976704269507806,WDR43,NK_cells
AC022182.2,-1.4064227269632936,2.3748172386983373,3.287215110841846,0.11056421914829977,0.32991414453634754,AC022182.2,NK_cells
ACYP1,0.44408956274131167,4.921099146806952,4.553199813461758,0.11061803309502288,0.3299862525723947,ACYP1,NK_cells
CAMTA2,-1.0373779704968051,3.159027509747023,2.851523719186367,0.11068498215956846,0.33006514340595444,CAMTA2,NK_cells
GOT2,0.594930371309403,3.9141565912239558,4.054724789493497,0.11074811798631704,0.33006514340595444,GOT2,NK_cells
RETREG2,-0.570516877929473,4.907793363064798,2.8502027306607345,0.1107612331493188,0.33006514340595444,RETREG2,NK_cells
PDE12,0.5093061471171862,4.5905575712185325,2.850150274249929,0.11076426237609105,0.33006514340595444,PDE12,NK_cells
FAM220A,0.9603968597452727,2.6806763570919863,2.8496569388601145,0.11079275613339136,0.33006514340595444,FAM220A,NK_cells
FAM89A,0.9133032620165495,4.0893542062960275,2.847790740620788,0.11090062253837336,0.33013544440864834,FAM89A,NK_cells
ZNF710,-1.8556233330974088,1.3816232382223226,3.3084638418835937,0.11091766660032257,0.33013544440864834,ZNF710,NK_cells
ZSCAN22,-1.8543250263153406,1.3077697590002997,3.130912769870106,0.11091766756633227,0.33013544440864834,ZSCAN22,NK_cells
SCAPER,0.4161099598264446,4.935637492888378,2.8471964150982396,0.11093500108610464,0.33013544440864834,SCAPER,NK_cells
DENND5A,0.9108471477497864,3.4075192288585057,2.8456838161556615,0.11102255461143869,0.33030768051999804,DENND5A,NK_cells
AP1AR,0.6713634729899814,4.2925300709848715,2.8449488467318433,0.11106512670099498,0.3303460342549637,AP1AR,NK_cells
ELMO1,0.6567306745966398,4.574960819285857,2.843593898578931,0.11114366162659628,0.33049130481004985,ELMO1,NK_cells
VPS26C,-0.48286123860120495,4.765953449641896,3.832727535075365,0.11121465670029289,0.3306140836202617,VPS26C,NK_cells
MYH11,-1.6533821954461596,3.4172464909936573,2.840676112313606,0.111313007793067,0.33076310587459634,MYH11,NK_cells
SYT11,0.516104317860236,4.29946358812043,2.8404830772623444,0.1113242223365892,0.33076310587459634,SYT11,NK_cells
LIN7B,0.8052438467226918,3.5207868885495164,2.8391115139157113,0.11140394364165052,0.3309116340356472,LIN7B,NK_cells
HSH2D,-0.6393975334545192,4.641852034187489,2.8379538658077528,0.11147128464768336,0.3310233186042465,HSH2D,NK_cells
TFRC,-0.8060804455961121,4.0182343745709765,2.8365877078535497,0.11155081772495158,0.3311581697926358,TFRC,NK_cells
SS18L2,0.26475782722398017,6.809454349971877,2.8361519096971146,0.11157620276032203,0.3311581697926358,SS18L2,NK_cells
CHN2,1.0003333091065336,1.3256511262143391,2.8352050115152507,0.11163138306502324,0.33123361597272954,CHN2,NK_cells
KTI12,-0.8192322050241816,3.8307129187346534,4.136644110315165,0.11188198730781504,0.3318155473906685,KTI12,NK_cells
LGALS1,-0.3917647935749611,8.268056200121583,2.830526888748975,0.11190448156833294,0.3318155473906685,LGALS1,NK_cells
VPS26A,0.35788549638614736,5.539809390688296,2.830074023059507,0.11193096148210827,0.3318155473906685,VPS26A,NK_cells
BMPR1A,-2.212739261564852,2.204487527098452,2.8296757944793742,0.11195425288496547,0.3318155473906685,BMPR1A,NK_cells
TRABD,0.3383806126417667,5.700309379869213,3.1706592220349816,0.11197656747523367,0.3318155473906685,TRABD,NK_cells
OXNAD1,-0.719075137329801,5.76412666210082,2.8286485214906176,0.11201436244188617,0.3318391945643314,OXNAD1,NK_cells
SRP72,0.2634910898590627,6.231454714353094,3.049902195359016,0.11208866165281973,0.3319709431069408,SRP72,NK_cells
CAPZA2,-0.34225212873738703,6.114378244529099,2.825128881000528,0.112220604082903,0.3321922318569416,CAPZA2,NK_cells
RPS6KB1,-0.6350277453454656,4.668914901810186,2.8250868109270457,0.11222307203792455,0.3321922318569416,RPS6KB1,NK_cells
SNRNP35,-0.41791798164263844,5.095813331636272,2.823867880902804,0.11229460642505211,0.33231559944451744,SNRNP35,NK_cells
AC055748.1,0.5863561944344525,3.4259451212921914,2.9327448524453956,0.11237011148301494,0.33245064880541103,AC055748.1,NK_cells
TIMM44,-0.6749873733406794,4.542477871357946,2.8207190130340387,0.11247965546528077,0.3325355824566712,TIMM44,NK_cells
CDC14B,-1.769369568147492,2.652104165955239,2.8206667456417756,0.11248273014753228,0.3325355824566712,CDC14B,NK_cells
TMEM167B,-0.6010128725668212,4.9599585235910695,2.820569487120826,0.11248845174747234,0.3325355824566712,TMEM167B,NK_cells
SEH1L,-1.050258023365105,3.3864010927246686,3.461875990371818,0.11283767106173721,0.3334793624315282,SEH1L,NK_cells
TSPAN18,1.8082354383147847,2.5564696313420923,2.8130778930207154,0.11293022677670642,0.33366430157280125,TSPAN18,NK_cells
RNH1,-0.34714573318852665,6.177385211883568,2.8112961886949757,0.11303559982217777,0.3338870026594582,RNH1,NK_cells
ORC5,0.8921033454193272,3.234044740609126,2.8101230067732286,0.11310504838717256,0.3339769654115121,ORC5,NK_cells
DAAM1,0.4765825244653013,4.8489455536718244,2.824794642013876,0.11315588401361729,0.3339769654115121,DAAM1,NK_cells
DTD1,-0.47686648436840146,4.585294422033201,2.809261542517615,0.11315607696018078,0.3339769654115121,DTD1,NK_cells
TDP2,-0.45741603213885723,5.151494202060185,2.8082102206768718,0.11321838921613059,0.3340722884346589,TDP2,NK_cells
ZNF444,0.6182153377583522,3.6817315619326827,3.330711192325875,0.11328274487234491,0.33417358876999703,ZNF444,NK_cells
PEF1,0.40631695820631863,4.800346510781775,2.806140461592057,0.11334118531699255,0.33420139238733937,PEF1,NK_cells
IL13RA1,1.3673965724377242,1.0352701542310259,2.805954529228043,0.11335222428231861,0.33420139238733937,IL13RA1,NK_cells
LY9,0.4753617972041769,5.305916882992801,2.802223795794821,0.11357399476078962,0.33469617365284704,LY9,NK_cells
ZBTB33,-0.6929792272723728,3.9139703442491953,2.8021198031258163,0.11358018399701737,0.33469617365284704,ZBTB33,NK_cells
TLE4,0.42035571027281105,6.966963447773952,2.8002856709147133,0.11368941108820534,0.3349293661756817,TLE4,NK_cells
SNX18,0.41167047807597945,4.172891487723075,3.166587685002904,0.11380990879921843,0.3351784472157824,SNX18,NK_cells
FAM227B,-1.266877525720292,3.039667560853655,2.797857827098419,0.11383418962045438,0.3351784472157824,FAM227B,NK_cells
AC006480.2,-1.2309870957835027,2.405772640689005,2.7969200868478916,0.11389016885719783,0.33525458327971747,AC006480.2,NK_cells
ALG10,1.0092545441394294,2.0987864287035163,2.795894963995444,0.11395140238271288,0.3352815386695452,ALG10,NK_cells
GAPDH,0.2888255926070047,10.176538869058989,2.795242464232734,0.1139903986989155,0.3352815386695452,GAPDH,NK_cells
PPP1R3D,-0.8606882991762375,3.2507252516970158,3.679555344656324,0.11401982234373227,0.3352815386695452,PPP1R3D,NK_cells
FOXJ2,-0.8730767215130251,3.525647503410791,3.8812232244341986,0.11401982244961623,0.3352815386695452,FOXJ2,NK_cells
BMI1,-0.5656878649802849,4.424473548334992,3.0445666535085976,0.11411426454598589,0.3353549424838579,BMI1,NK_cells
SGF29,-0.5554120959362627,4.668966625710524,3.441638749188044,0.11411426457017966,0.3353549424838579,SGF29,NK_cells
CIDEB,-0.9612336471124705,1.891586578061807,2.7928223288140344,0.1141351771903732,0.3353549424838579,CIDEB,NK_cells
GRHPR,0.3946020340931811,5.166061813755608,2.792044220960231,0.11418177253726303,0.3354033065029658,GRHPR,NK_cells
MYD88,-0.54901125584808,4.248610690545657,2.789853984456448,0.11431305320903258,0.33570033831570784,MYD88,NK_cells
NDUFAF2,0.36420944924542153,5.68752804752524,2.7881850095340153,0.11441321194481144,0.3359058425074522,NDUFAF2,NK_cells
AC005332.6,-0.7694320819805021,3.1886712616721895,2.9600072516829994,0.11445908645533619,0.33595190723836804,AC005332.6,NK_cells
ADA2,-0.547063228797619,4.383411987207182,2.786141553773242,0.11453598796273219,0.3360889918336961,ADA2,NK_cells
ZNF836,-0.9405284853484913,3.1611450280352758,3.4389578701580312,0.11464233848507151,0.3362434977056477,ZNF836,NK_cells
RPL18A,0.27848837720175085,12.117742518459313,2.7823337828827874,0.11476519193467574,0.3362434977056477,RPL18A,NK_cells
HS3ST3B1,-1.1704239171250927,2.9080287697729705,3.101933012585727,0.11476605474510598,0.3362434977056477,HS3ST3B1,NK_cells
AC040162.1,-1.19188544930234,2.0784971718128356,2.8654064865324766,0.11476605475369452,0.3362434977056477,AC040162.1,NK_cells
NEMP2,-1.1721129276769093,2.948961330238949,2.9264250609474187,0.1147660550021639,0.3362434977056477,NEMP2,NK_cells
S1PR4,-0.3217930558450044,6.919983398020798,2.7822555730563154,0.11476990546125387,0.3362434977056477,S1PR4,NK_cells
ICA1L,-1.2007071706111327,3.304145252316704,2.7796396442073856,0.11492769584805178,0.3365512008331272,ICA1L,NK_cells
CASP17P,-0.9540889052213593,4.84911812923728,2.7787109459860044,0.1149837768767061,0.3365512008331272,CASP17P,NK_cells
GDAP2,0.5948113869916704,3.7810145483010547,2.7786453867950565,0.11498773702548071,0.3365512008331272,GDAP2,NK_cells
YWHAH,0.37560975212236836,5.908615746968551,2.778510482969385,0.11499588650210087,0.3365512008331272,YWHAH,NK_cells
CLSTN1,-0.48975762613158164,4.80251675564774,2.9894783850230713,0.1151272124591974,0.33679097262028157,CLSTN1,NK_cells
CADM1,-2.0397735244111623,2.6428421080106475,2.776154320101397,0.11513833340702348,0.33679097262028157,CADM1,NK_cells
AC139530.1,0.6535179497285867,3.662846231373201,2.7752473731438383,0.1151932214712425,0.33682541281628964,AC139530.1,NK_cells
TRIM39,0.9313838073368559,2.3540808920505434,2.7749597792614127,0.11521063311694651,0.33682541281628964,TRIM39,NK_cells
SAT2,0.2663345327059184,6.135684655438666,2.7735626082153013,0.11529526642596469,0.33698432650236004,SAT2,NK_cells
HIBADH,0.7361984891980738,3.50959793428972,2.7721978802500487,0.11537800680051156,0.3371376255420566,HIBADH,NK_cells
CHP1,0.623950327237753,3.8480965692323914,3.539147639190517,0.11565828008477652,0.3377120941295042,CHP1,NK_cells
DERA,-0.6193429228727431,3.5312220269560886,3.042465900197807,0.11566563351175303,0.3377120941295042,DERA,NK_cells
MAU2,-0.657011500462919,3.8298207234522135,2.9644243035414277,0.11566563367669991,0.3377120941295042,MAU2,NK_cells
RREB1,-0.723061065791459,3.8666904020976904,4.236360048789581,0.11589424369853596,0.3382908293639405,RREB1,NK_cells
MRPL28,0.3696552301216555,5.0419414206110575,2.7630942629421003,0.11593177210698277,0.3383116474962554,MRPL28,NK_cells
CASP8,0.29165327387782486,6.819020428778332,2.760961240056636,0.11606198471943258,0.338530726110743,CASP8,NK_cells
EMC7,-0.3481655546036483,6.205433812196372,2.760582101198003,0.11608514808756334,0.338530726110743,EMC7,NK_cells
CAAP1,-0.5817338914749648,4.366807295352398,3.5402832186577458,0.11612850961380167,0.338530726110743,CAAP1,NK_cells
ORC2,-0.5665133129631272,4.42004823821802,3.3769284139673976,0.11612850963978588,0.338530726110743,ORC2,NK_cells
NIPA1,-1.3883235251427137,2.897102399345072,2.7592959839862212,0.1161637645154509,0.3385448282422018,NIPA1,NK_cells
DNAJA4,-1.887690933541762,2.7989088203888874,2.757451689342016,0.11627661261700285,0.3387470645627831,DNAJA4,NK_cells
PPP1R8,-0.5352727548500857,4.320839409069216,4.0917094798342974,0.11632446365464467,0.3387470645627831,PPP1R8,NK_cells
MCRS1,-0.5411253219280454,4.188363071089592,3.5112934198156807,0.11632446368005005,0.3387470645627831,MCRS1,NK_cells
TOB2,0.4040907910299633,4.61604335795112,3.371516105052852,0.11636811018308235,0.3387586292261367,TOB2,NK_cells
BICD2,-0.690950143616417,3.853253134184678,3.801184953879242,0.11644959479173213,0.3387586292261367,BICD2,NK_cells
SELENON,1.0094912044124058,2.7568286843293635,3.3363683382768246,0.1164564000171446,0.3387586292261367,SELENON,NK_cells
DIRC2,1.0198224663372506,1.9390672284692518,3.3109940759955605,0.11645640036777295,0.3387586292261367,DIRC2,NK_cells
C4ORF48,-0.5374292736931996,5.967665855331741,2.7541230705299435,0.11648061761441376,0.3387586292261367,C4ORF48,NK_cells
TM6SF1,0.8545493060674445,1.1239480624780418,2.7531643865235558,0.11653945360038463,0.338841201298924,TM6SF1,NK_cells
BLOC1S6,-0.3313163289001606,5.806450958944798,3.3737777711612456,0.11707539277045965,0.3403105566819577,BLOC1S6,NK_cells
SLC52A2,0.43149305943706867,4.373574844598878,3.167678277579495,0.11721602543118462,0.34047837961009114,SLC52A2,NK_cells
NAP1L1,0.24692992767975588,8.916463415833237,2.742042587489058,0.11722464147007614,0.34047837961009114,NAP1L1,NK_cells
RBM7,-0.4680604014947148,4.883844861452987,3.501237767356274,0.11723252854713163,0.34047837961009114,RBM7,NK_cells
