,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
CDC123,-0.17387069873337274,5.660520733194628,0.686604205641953,0.4497524953406088,0.6976648464307981,CDC123,NK_cells
ZFPM1,-0.24323510022818104,4.183355105032829,0.7198414254093042,0.4499034030176955,0.6977044554819337,ZFPM1,NK_cells
EIF2B5,-0.27701619096164093,4.575999565753734,0.8302022201359603,0.4499034031441005,0.6977044554819337,EIF2B5,NK_cells
ZNF141,-0.2552626824547735,4.706010817023288,0.5994976157455434,0.45006452199019087,0.6978570813249965,ZNF141,NK_cells
MT-TT,-0.4095115603786882,2.624484308829805,0.5986753755459819,0.45036979071687855,0.6981885878669682,MT-TT,NK_cells
SLC25A46,-0.4061312874515217,4.006775254761637,0.5985838843938164,0.450403779055241,0.6981885878669682,SLC25A46,NK_cells
KLRB1,-0.21720121119420768,8.96983734391991,0.5978958595320761,0.45065950989550285,0.6984246841006296,KLRB1,NK_cells
POLR3GL,0.1291287801837627,6.605975271443849,0.5976860703666356,0.4507375332913883,0.6984246841006296,POLR3GL,NK_cells
VCPIP1,-0.18017012069639723,5.025886202077118,0.6525994052677728,0.45076306945360556,0.6984246841006296,VCPIP1,NK_cells
AP002884.1,-1.126715723885451,3.607096952270426,0.5974654949992562,0.4508195920311642,0.6984246841006296,AP002884.1,NK_cells
TMED7,-0.2525230032949707,4.785884732688664,0.7122037882536233,0.4508698432401638,0.6984246841006296,TMED7,NK_cells
ATP5F1A,0.11011731741268874,7.038095426947614,0.5968679292069343,0.4510420219797431,0.6985941698628639,ATP5F1A,NK_cells
HSPA8,-0.12529902246480112,8.784818513550551,0.5962810219703437,0.45126065924449243,0.6988355555017672,HSPA8,NK_cells
NR4A2,-0.9352606655872677,2.2566033475875242,0.5959071536383252,0.4514000247098522,0.6989541284113321,NR4A2,NK_cells
STXBP3,-0.16461173469850016,5.621777798700957,0.835602432861822,0.4515140014640838,0.6990333615656215,STXBP3,NK_cells
TWF1,-0.26164434808174813,4.297947128403867,0.9516760278361706,0.45175823720248753,0.6993142114135864,TWF1,NK_cells
KLRD1,0.3054758564517532,8.585358512957011,0.594692652434976,0.451853235954386,0.699363998911461,KLRD1,NK_cells
REST,-0.12827919272431787,6.445941126104439,0.5942537415762826,0.45201720604786,0.6995205093593829,REST,NK_cells
RNF4,-0.16934961375348367,5.263802010566197,0.5928106327906395,0.4525570159440454,0.7002585273817914,RNF4,NK_cells
RPS26P8,1.667694281877777,1.7129062658533938,0.5922751497118522,0.452757587688451,0.7003391036144128,RPS26P8,NK_cells
AC139887.2,0.29614028233269923,3.807310349658,0.8006286588232157,0.4528664653877844,0.7003391036144128,AC139887.2,NK_cells
TEX261,0.3318698535657522,3.6895817303336718,0.7123832702184582,0.45286646595162117,0.7003391036144128,TEX261,NK_cells
OSBPL8,0.13210028268714002,6.703062485460969,0.8383327257939873,0.452977279958259,0.7003391036144128,OSBPL8,NK_cells
GTSF1,-0.8682116282203277,2.7036418029331974,0.5916875686330174,0.4529778410871874,0.7003391036144128,GTSF1,NK_cells
C3ORF58,0.2716102784294458,4.0080497080334885,0.5921230109071128,0.45298663134951994,0.7003391036144128,C3ORF58,NK_cells
SPEF2,0.39301506141014536,3.369056488094979,0.5907060759625833,0.4533461433943754,0.7005815064226606,SPEF2,NK_cells
PANK4,0.3515798000201612,2.874920084312604,0.7104342778770429,0.45361415725626103,0.7005815064226606,PANK4,NK_cells
BICD1,0.43281288184184125,3.1856914940852743,0.6950273247716323,0.45362085456241025,0.7005815064226606,BICD1,NK_cells
DARS2,0.4364750767375157,2.4641568351675383,0.7798582069663734,0.45362085456569035,0.7005815064226606,DARS2,NK_cells
ULK2,0.42124152843068696,2.5347706882802314,0.5971873295009706,0.4536208551235098,0.7005815064226606,ULK2,NK_cells
LRRC45,0.4458712483244483,2.6217334794453473,0.6539881308728925,0.4536208551506906,0.7005815064226606,LRRC45,NK_cells
KIAA0232,0.19697988501145833,4.495899956471964,0.6439224337367486,0.4538940074525306,0.7005815064226606,KIAA0232,NK_cells
ISCA1,-0.1669297150660754,5.5137959914168935,0.6352990189424041,0.4539221554519568,0.7005815064226606,ISCA1,NK_cells
TCF19,0.6161899570285007,1.9537168765934947,0.6815728433246905,0.45392539210715593,0.7005815064226606,TCF19,NK_cells
AC012291.2,0.6141666530725555,1.681343225088726,0.7549932615598388,0.45392539297232515,0.7005815064226606,AC012291.2,NK_cells
INPP5A,0.589066354200065,1.9775406066481491,0.6629064855658404,0.45392539377318186,0.7005815064226606,INPP5A,NK_cells
RPS15AP10,0.6273770979955079,1.5288079767388922,0.8166407236108667,0.4539253939020271,0.7005815064226606,RPS15AP10,NK_cells
SND1-IT1,0.4614165075930275,2.567702991543869,0.589068565160727,0.45396170928303936,0.7005815064226606,SND1-IT1,NK_cells
VIRMA,-0.1889642937414968,4.887536577434853,0.6209140807158531,0.4541057061733488,0.700706572814276,VIRMA,NK_cells
LAMTOR5,-0.11565554244485328,6.95915959575171,0.7667172733718575,0.45421338166482755,0.7007755666661395,LAMTOR5,NK_cells
PRDX3,-0.19094410152768157,5.627228232072958,0.7831096369681363,0.4543722294056133,0.700923480704709,PRDX3,NK_cells
CNPPD1,-0.2506080572058807,4.778164692597004,0.5873688091734421,0.45460212709883696,0.7011809416033891,CNPPD1,NK_cells
WIPI1,0.3008074768117504,2.7852832562224585,0.6439260317804134,0.4547179902503508,0.7012624679903567,WIPI1,NK_cells
CCL3,-0.3145614031762751,7.59869311607475,0.5868069098090637,0.4548141607210632,0.7013136060993951,CCL3,NK_cells
PRKRIP1,-0.25577066168253554,4.512333400329177,0.5866301225387714,0.45488090530302716,0.7013193622416807,PRKRIP1,NK_cells
RNF20,-0.22312241482400952,4.650352900624292,0.6195341528864445,0.45501292431864176,0.7014257406740281,RNF20,NK_cells
SNRPN,0.1415920725359107,6.680829701364788,0.5849542601723084,0.45551441434900386,0.7020248093059143,SNRPN,NK_cells
HCFC1,-0.3596663351089522,3.8741642936970275,0.5849191862676434,0.45552768848223835,0.7020248093059143,HCFC1,NK_cells
AL121944.1,-0.8334036082923515,2.9377453396791546,0.5832365492159535,0.45616525120507134,0.7028782365939927,AL121944.1,NK_cells
PVT1,0.45417250490962185,3.9744479758895443,0.5826861068162961,0.45637413667955595,0.7028782365939927,PVT1,NK_cells
RGS5-1,-0.9606604225607525,1.6379766118452148,0.6044029891033456,0.4563972160876392,0.7028782365939927,RGS5-1,NK_cells
CRYBG3,-0.9741092969616005,2.8541267577750085,0.7520339218767852,0.45639721613260376,0.7028782365939927,CRYBG3,NK_cells
MMACHC,-0.9792064675930393,1.578291277127954,0.6573557431896294,0.45639721616035805,0.7028782365939927,MMACHC,NK_cells
UBA3,0.23285198954677466,4.7114693922196516,0.834284111423865,0.45662311522700294,0.7031288423459523,UBA3,NK_cells
SNORD3A,-0.7421906180068799,3.07733159239268,0.5816604879838015,0.4567637659309529,0.703175521275647,SNORD3A,NK_cells
SLC25A24,-0.44192749572852347,3.961844879319639,0.5816183491640766,0.45677978605776526,0.703175521275647,SLC25A24,NK_cells
AZIN2,0.8532617062629871,1.6083581397319924,0.5811913615581017,0.45694216835155543,0.70330584750638,AZIN2,NK_cells
MIR22HG,0.5879797108479788,2.7888873113028936,0.5810634649782694,0.45699082562139626,0.70330584750638,MIR22HG,NK_cells
PGGT1B,-0.2185236753275998,4.383487201240158,0.5801480140669671,0.4573393515408607,0.703680424557775,PGGT1B,NK_cells
LRRCC1,-0.47626433658652617,2.600380827890881,0.5800920711079505,0.45736066408364284,0.703680424557775,LRRCC1,NK_cells
MKNK2,0.1737508946016615,5.71160239130877,0.8765735657197228,0.4576503025900038,0.7039880389483325,MKNK2,NK_cells
AC027559.1,-1.0746965139670743,1.4173249025294161,0.5792357455611816,0.45768710241061406,0.7039880389483325,AC027559.1,NK_cells
COQ3,0.5223146308707373,2.3184126665719735,0.5789026693738041,0.45781417769753907,0.7040861956299033,COQ3,NK_cells
SLC38A2,0.11970616939607577,6.377544914078821,0.5786505027515504,0.45791042310770724,0.7041369175447336,SLC38A2,NK_cells
TOMM7,-0.12395226383524724,10.15835330904749,0.5782736035902288,0.458054337980625,0.704260917491968,TOMM7,NK_cells
HSD11B1L,-0.7185054021050256,2.299147115807667,0.5780720615303612,0.45813132529899503,0.7042819959361623,HSD11B1L,NK_cells
CLOCK,-0.23024228386815038,4.365315014569175,0.5778213982544221,0.45822710632719854,0.704331956003552,CLOCK,NK_cells
HRH2,-4.662224753811725,2.738985670737723,0.5816728151928923,0.4583211797526239,0.7043792779131046,HRH2,NK_cells
ZNF318,-0.30778876370373903,3.558800894960329,0.5772434286100956,0.45844808065096676,0.7044770312916279,ZNF318,NK_cells
PHLDB3,0.4663904142173621,2.9567021781178857,0.6229932806336606,0.45873835066342283,0.7045039715395448,PHLDB3,NK_cells
LRSAM1,0.4715007742979319,2.2722237220932473,0.7028874038618306,0.4587383510300083,0.7045039715395448,LRSAM1,NK_cells
VAMP4,-0.25129180376878135,4.811733290873564,0.8208882678649061,0.45876670320431107,0.7045039715395448,VAMP4,NK_cells
PDIA3P1,-0.5420634488351418,1.7681303235795758,0.7483931410429816,0.45877709245185655,0.7045039715395448,PDIA3P1,NK_cells
EXOC3,-0.24637083320732747,4.048645712643469,0.6521607585027744,0.4587821011427332,0.7045039715395448,EXOC3,NK_cells
CD200R1,0.6427467527433901,3.4634075723584146,0.5756375912805343,0.4590629637624164,0.7047703494367845,CD200R1,NK_cells
PTBP2,-0.29320373239585157,4.002045188300703,0.8046740164267148,0.45917284415022386,0.7047703494367845,PTBP2,NK_cells
FAM13A,0.6767672807514629,3.526275938080257,0.5752935785271435,0.4591948653716751,0.7047703494367845,FAM13A,NK_cells
ATP9B,-0.27202640196288147,4.2346271220362075,0.575257097541004,0.45920885661415645,0.7047703494367845,ATP9B,NK_cells
PSMD8,-0.10666027080545921,7.117397591306134,0.6221924377998495,0.45932380298115244,0.7048495694443991,PSMD8,NK_cells
TTF2,0.29633661320795446,4.0565952884178,0.7692778168397888,0.45972517699151466,0.7053682409588583,TTF2,NK_cells
PDP1,-0.39985161901265087,3.580144184778903,0.5731058287840537,0.46003516392771415,0.7057465712633298,PDP1,NK_cells
STAM-AS1,-1.0430121313195504,1.2810552959997699,0.5721410166305309,0.4604065507810463,0.7062189788027902,STAM-AS1,NK_cells
HLA-DMA,0.2879970540889354,4.291759449077265,0.5711330936704618,0.46079506345527943,0.7065672366111351,HLA-DMA,NK_cells
ZNF79,0.6635306598500009,1.3302127093661842,0.5706687717422184,0.4609742233468488,0.7065672366111351,ZNF79,NK_cells
AGER,-0.5053805364779261,2.2235601757219943,0.5706486351122136,0.46098199573514764,0.7065672366111351,AGER,NK_cells
PRPF8,-0.1512505102652222,5.848323519135423,0.6579271822772288,0.46098691094083677,0.7065672366111351,PRPF8,NK_cells
EFHC1,-0.37870783586959095,2.638596392327145,0.5704681919263916,0.4610516533653044,0.7065672366111351,EFHC1,NK_cells
AP000787.1,0.5308086766136821,3.0019720930670277,0.631879507778377,0.4612049385856518,0.7065672366111351,AP000787.1,NK_cells
MARS2,0.5421464630280283,2.314070572143035,0.6373679354099935,0.46120493860518025,0.7065672366111351,MARS2,NK_cells
AL050341.2,0.5474845253523537,2.6924817636957674,0.8126829360467082,0.46120493862748885,0.7065672366111351,AL050341.2,NK_cells
MAN1B1-DT,0.5572513723509405,1.8030329942876904,0.6327232917080627,0.4612049392614462,0.7065672366111351,MAN1B1-DT,NK_cells
SMIM4,-0.3455304798369044,4.923088632075983,0.5698243254046298,0.46130035166416383,0.7066161456127364,SMIM4,NK_cells
ACP1,0.1424225477693104,6.657286499771941,0.5692318914395804,0.46152938051238523,0.7068696855790351,ACP1,NK_cells
TMOD2,0.48943035498854803,3.31673360697847,0.7036648562452902,0.46177758843075206,0.7069579875529542,TMOD2,NK_cells
ZNF222,0.48413217957265875,2.567535293323454,0.5760985382706401,0.4617775893343797,0.7069579875529542,ZNF222,NK_cells
GPR153,0.49855710474508486,0.5456711848623335,0.5901919605433555,0.46177758935399615,0.7069579875529542,GPR153,NK_cells
AL121952.1,-0.7152927516435288,1.7246106013738125,0.5681048538053364,0.4619656032578783,0.7069836644134442,AL121952.1,NK_cells
IL2RB,-0.17221496149781995,6.118742737944836,0.5680557695243559,0.4619846170146271,0.7069836644134442,IL2RB,NK_cells
HNRNPUL2,-0.23364818229795908,4.464406127059235,0.7383793730218349,0.4619849228462695,0.7069836644134442,HNRNPUL2,NK_cells
GALNT3,-0.3443415256058792,2.5231366705168963,0.5673401308649874,0.4622619814201524,0.7070768566028478,GALNT3,NK_cells
MBTD1,-0.3292572663428515,3.457845039247798,0.6841438867955216,0.4622999355978522,0.7070768566028478,MBTD1,NK_cells
CTDP1,-0.3526429531815179,3.5004896359436213,0.8673252879617265,0.4622999356158605,0.7070768566028478,CTDP1,NK_cells
SLC7A6,-0.36108217005054966,4.205271522235181,0.8710687915738944,0.4622999358040363,0.7070768566028478,SLC7A6,NK_cells
NKIRAS1,0.3727923421217278,3.2062104540137684,0.6230582846668833,0.46252528675918997,0.7072271523156881,NKIRAS1,NK_cells
SPIN2B,0.38083923614687637,3.289865321023541,0.9889482872924288,0.4625252867660282,0.7072271523156881,SPIN2B,NK_cells
TMEM219,-0.1282693330931037,6.515507462116696,0.5652387231158809,0.4630780390004605,0.7079059183574627,TMEM219,NK_cells
AC044849.1,0.426592705527751,2.7031890453256193,0.5651914993149035,0.4630964053513644,0.7079059183574627,AC044849.1,NK_cells
RPL38,0.14193902162454883,11.343507072673047,0.5648751567392066,0.46321946904627453,0.7079967990229381,RPL38,NK_cells
AL022322.2,-0.7320018284690113,1.6406948558212908,0.5645348359120417,0.46335192156472405,0.70802354602285,AL022322.2,NK_cells
GEMIN2,0.3030467269953877,3.77908139473592,0.9276098882316077,0.46336419669635576,0.70802354602285,GEMIN2,NK_cells
TCFL5,0.46843938189505224,2.9576069437733974,0.5640681981776732,0.463533639033444,0.708170078268046,TCFL5,NK_cells
TSPAN14,-0.14602791134077592,5.617391226637293,0.5639303340155346,0.4635873486308161,0.708170078268046,TSPAN14,NK_cells
SEL1L,-0.17644930231407205,4.992128171093928,0.6428580647185655,0.4636608798482561,0.7081852055319185,SEL1L,NK_cells
THG1L,-0.3622740224733412,3.7993113176289697,0.5634725630432397,0.46376576300510397,0.708248208321461,THG1L,NK_cells
ACAA2,-0.2098873201105604,4.943311814947359,0.5628719963542423,0.4640000049786718,0.7085087193596676,ACAA2,NK_cells
CCNA2,0.5907760925131799,1.5199985680257315,0.5624982883711854,0.4641458636736202,0.7086342198473791,CCNA2,NK_cells
AC064799.1,0.7403847022473935,2.1585991992576568,0.5619868848951085,0.46434558899383727,0.7086453676709048,AC064799.1,NK_cells
TMEM245,0.24006946354534825,5.1560792038453,0.561948774525464,0.46436047848913875,0.7086453676709048,TMEM245,NK_cells
ENTPD4,-0.24693363092782755,4.682223160012255,0.563563738219433,0.4644624048766893,0.7086453676709048,ENTPD4,NK_cells
FBLN5,-0.39041284333398996,5.572269289599615,0.561575988213134,0.4645061658837383,0.7086453676709048,FBLN5,NK_cells
TTLL4,-0.7337120399937167,1.5648373179611348,0.5612165685148333,0.46464670171242495,0.7086453676709048,TTLL4,NK_cells
POFUT2,-0.4712630084053722,2.9554805417049557,0.5612103094960382,0.4646491496645473,0.7086453676709048,POFUT2,NK_cells
LRRC4,0.5409308954663232,1.5922403215695993,0.5611062650199407,0.4646898454398153,0.7086453676709048,LRRC4,NK_cells
IQCH-AS1,-0.7756212840112322,1.371102564745922,0.5610308393774871,0.46471935101230344,0.7086453676709048,IQCH-AS1,NK_cells
PRR3,0.3379735100876453,3.390841642014625,0.9527210930185794,0.46479622014697103,0.7086453676709048,PRR3,NK_cells
PECR,0.353606748229709,3.309650454868906,0.8133930390146197,0.4647962203139627,0.7086453676709048,PECR,NK_cells
RICTOR,-0.16053764645132204,5.873970832409613,0.6409487519593432,0.46485353363569415,0.7086453676709048,RICTOR,NK_cells
TNRC6C-AS1,0.3199919830742627,3.576513564462927,0.560099890471868,0.46508378420587837,0.7088992766654926,TNRC6C-AS1,NK_cells
EBLN3P,-0.15263506294965143,5.643428968013805,0.5589541515959165,0.46553295532458794,0.7090043026710262,EBLN3P,NK_cells
FAM216A,-0.45197550428311545,3.4789568513785833,0.7085430802677347,0.4655610197346976,0.7090043026710262,FAM216A,NK_cells
AP4S1,-0.4784127367458225,3.1217733458499075,0.5855611748086409,0.46556101977786746,0.7090043026710262,AP4S1,NK_cells
VPS18,-0.4729959013122463,2.387519476615898,0.6559306125721079,0.46556102017645173,0.7090043026710262,VPS18,NK_cells
ZNF569,-0.3757822101192571,3.504677588053865,0.6251886572800548,0.4655687835281056,0.7090043026710262,ZNF569,NK_cells
FAM20B,-0.37043162808091334,3.3624998922369675,0.5816953479702767,0.4655687839491794,0.7090043026710262,FAM20B,NK_cells
RPL22,0.1294915658511862,10.342278879248514,0.5587868538523773,0.46559860271541154,0.7090043026710262,RPL22,NK_cells
CATSPER2,-0.7509369199500341,1.7193074557045984,0.558445849692743,0.4657324601507886,0.7091111192172745,CATSPER2,NK_cells
BDH2,-0.26345211681480607,4.053492835165402,0.6154678907827991,0.4658690165402116,0.7091250215282829,BDH2,NK_cells
METTL17,-0.28583477346887703,4.1881730878965655,0.6006391847040575,0.46586901683870663,0.7091250215282829,METTL17,NK_cells
STX5,-0.20836407860078873,4.836202060754209,0.7124656230177467,0.46614202197640625,0.7092952682760018,STX5,NK_cells
KIAA1109,-0.1826571492286669,5.331097225363122,0.5573581709345201,0.4661598465094955,0.7092952682760018,KIAA1109,NK_cells
WDR4,0.6029934563217425,1.937703676608546,0.557178321170496,0.466230578832149,0.7092952682760018,WDR4,NK_cells
AL353763.2,0.3099227047820619,3.985468924747497,0.5571651091807418,0.4662357756250879,0.7092952682760018,AL353763.2,NK_cells
MED24,-0.5122209922786433,2.9807074890218574,0.5565947156966226,0.4664602261247258,0.7094895177582842,MED24,NK_cells
ULK3,-0.5119496396719853,2.9053480917952434,0.5565166692004218,0.466490951568295,0.7094895177582842,ULK3,NK_cells
DCXR,0.16586935852308832,6.508520760087506,0.5547457058450243,0.46718905806171485,0.7103799247548156,DCXR,NK_cells
TP53RK,-0.2330333341866235,4.752884323924697,0.6833685627892641,0.46722323382468645,0.7103799247548156,TP53RK,NK_cells
GLB1L,-1.0237626221555478,1.6856567140891228,0.5542430943704865,0.4673875041413542,0.7103799247548156,GLB1L,NK_cells
AC138409.2,0.23389781595003042,4.164046500338421,0.6357663683435407,0.4675238958757193,0.7103799247548156,AC138409.2,NK_cells
THRA,0.23902512785118302,4.330870098050588,0.6636065270001265,0.4675238960154008,0.7103799247548156,THRA,NK_cells
P2RY11,-0.658833973525807,1.9052531988495796,0.5538011363527748,0.4675621191167496,0.7103799247548156,P2RY11,NK_cells
FIG4,-0.3721700670329339,2.705750247198732,0.569618879136621,0.467650826584281,0.7103799247548156,FIG4,NK_cells
JMJD8,-0.4139765972500013,3.567732835416382,0.8655503900195826,0.4676508271400337,0.7103799247548156,JMJD8,NK_cells
ZNF230,-0.39228870016747674,3.4764777851827824,0.6868457558396309,0.4676508273745314,0.7103799247548156,ZNF230,NK_cells
ATG16L2,-0.30841694221122257,3.7253343712705096,0.5531248652538162,0.46782952148765855,0.7105543905782805,ATG16L2,NK_cells
PMEPA1,-0.410318543471953,3.203303556733346,0.6070899629569999,0.4679649914204727,0.7106631674866778,PMEPA1,NK_cells
SRSF1,-0.2048245587167721,5.1141889479703035,0.8006408844043009,0.46807608027204584,0.7107348940556439,SRSF1,NK_cells
NBPF8,0.7551515161581578,2.2080272598899975,0.5520085170304554,0.46827149475133945,0.7108768495811929,NBPF8,NK_cells
PLAC8,0.13406652411649653,7.41572098542405,0.5519433665970758,0.4682973100745109,0.7108768495811929,PLAC8,NK_cells
THAP2,-0.33188000887994196,4.110848108799104,0.5515306330944002,0.46846090781546623,0.7109877242900264,THAP2,NK_cells
GSTM4,-0.6317651023735172,1.6399624007128903,0.551436809817307,0.46849811050701295,0.7109877242900264,GSTM4,NK_cells
RARS,0.18981570353672425,5.096887139774237,0.742021297725335,0.46856508295501065,0.7109924162630222,RARS,NK_cells
AC005306.1,0.5246512787033588,1.697617406234255,0.5498151753622239,0.4691419034384645,0.7117706359419451,AC005306.1,NK_cells
EIF2B3,-0.3144133667842968,3.789062605030339,0.7542672146370603,0.4694242968205982,0.7121020067620633,EIF2B3,NK_cells
RNF40,0.26480577933366245,3.3793094044582594,0.5487939796023426,0.46954808352703414,0.7121927186775538,RNF40,NK_cells
TRIM52,0.1808383583506781,5.500504934729864,0.5484462866181327,0.4696865131093426,0.7123056126048486,TRIM52,NK_cells
FNTA,0.1103122541898504,6.426045581665076,0.5481155390523947,0.4698182597697036,0.7123912628180956,FNTA,NK_cells
POLL,0.37937628906776444,3.499872540642081,0.5479831725362155,0.4698710027266523,0.7123912628180956,POLL,NK_cells
AL161421.1,-0.7729355191050262,1.5983167288604059,0.5475922135703843,0.4700268429616583,0.7125304770039849,AL161421.1,NK_cells
MCM5,0.28756364983795685,3.417198364281595,0.5471525352790286,0.4702022071030162,0.7125499127360676,MCM5,NK_cells
MED12,-0.38963369595600733,2.915139437387219,0.5457773877827456,0.47075139111306574,0.7125499127360676,MED12,NK_cells
OSGIN2,0.2762226326739469,3.5944821886347493,0.6427480814433016,0.4708381590932623,0.7125499127360676,OSGIN2,NK_cells
LCORL,0.24045273456870803,4.326161058942103,0.5455286343096093,0.47085084955801737,0.7125499127360676,LCORL,NK_cells
DDX11,0.48235280579148637,2.516864910296604,0.5454827515356949,0.4708691986119208,0.7125499127360676,DDX11,NK_cells
ECD,0.30492402000532837,3.944364846691199,0.545166412073066,0.4709957392163483,0.7125499127360676,ECD,NK_cells
RBM15B,0.24730231769291475,4.158408371340114,0.6584719089061831,0.4710733687086233,0.7125499127360676,RBM15B,NK_cells
MBTPS2,0.5638303971026074,1.7600977032723755,0.5449286476405372,0.471090886322195,0.7125499127360676,MBTPS2,NK_cells
LRRC23,0.6837241797264161,2.255836028062016,0.5447954435344048,0.4711442052735251,0.7125499127360676,LRRC23,NK_cells
AC018926.2,0.5000497992900813,1.9441928542497344,0.5446906867749011,0.47118614446101736,0.7125499127360676,AC018926.2,NK_cells
ZNF287,-0.564911843679349,2.484871236549698,0.7159986213223918,0.47119303723838285,0.7125499127360676,ZNF287,NK_cells
WDR5B,-0.5791723910498342,2.6717406100710552,0.9697492565149867,0.47119303726245193,0.7125499127360676,WDR5B,NK_cells
RPTOR,-0.5859751184494294,2.3771831579234166,0.7583913681359532,0.4711930372774301,0.7125499127360676,RPTOR,NK_cells
PORCN,-0.5995423383321474,1.9386102995705274,0.5470430706345688,0.47119303815653246,0.7125499127360676,PORCN,NK_cells
KIF9,-0.6083282064685597,1.5449105615417518,0.5997474267884906,0.47119303816708985,0.7125499127360676,KIF9,NK_cells
RDH10,0.40741146318166843,1.9921675053332042,0.6204045769445331,0.47121760266045076,0.7125499127360676,RDH10,NK_cells
LINC01481,0.22546602052851247,4.522921869859414,0.8511384766071665,0.4712244729768813,0.7125499127360676,LINC01481,NK_cells
CLCC1,-0.32163702906043684,3.6389220952889736,0.5445529249083204,0.47124130676205256,0.7125499127360676,CLCC1,NK_cells
GHITM,0.10827176628102379,7.032803808979081,0.5445160939090248,0.4712560563926499,0.7125499127360676,GHITM,NK_cells
PKM,0.12083056478581501,7.3925000917776185,0.5430034388176698,0.47186249906156075,0.7132145813214453,PKM,NK_cells
PCNX4,0.16047761670777505,5.649775428996325,0.6482348571111267,0.4719136874924073,0.7132145813214453,PCNX4,NK_cells
RHOT1,-0.24788211581326094,4.286234883672546,0.6718951374466519,0.47195196664935507,0.7132145813214453,RHOT1,NK_cells
PATL1,-0.2843958695778993,4.035167021697822,0.6627137750002358,0.4719519668852152,0.7132145813214453,PATL1,NK_cells
RPS28,0.13622625777021047,12.322919064677462,0.542431826823818,0.4720920082892891,0.7133293581672261,RPS28,NK_cells
SAE1,-0.2928500955878108,3.9406021993293114,0.6553010744063251,0.47254985900385577,0.7138273530006202,SAE1,NK_cells
NUDT9,-0.3223734793324655,3.971165715671952,0.6373582142528168,0.47254985956051837,0.7138273530006202,NUDT9,NK_cells
WASHC5,-0.39965542461986364,3.5029605608597465,0.5401419791457677,0.47301330228658944,0.7144304592820926,WASHC5,NK_cells
SPAST,-0.2810096298401767,4.143817410479837,0.5397894668086959,0.4731554013256206,0.714548116248868,SPAST,NK_cells
FEM1C,0.342516749897622,3.344784932530671,0.5394023043026204,0.47331155112835255,0.714686957544236,FEM1C,NK_cells
TBC1D19,-0.5141997675175074,3.233521445059432,0.5390260940421692,0.4734633671577948,0.714819218185873,TBC1D19,NK_cells
ZKSCAN2-DT,0.33230038296728004,3.4319421368294405,0.5383050445245909,0.4737545700050507,0.715161855982126,ZKSCAN2-DT,NK_cells
TCTE3,0.4823606169860743,2.5513663958784756,0.5377299257129385,0.4739870545886462,0.7153775841470098,TCTE3,NK_cells
AC026979.2,-0.4068544030264077,4.466043788897939,0.5376335621612552,0.4740260272312846,0.7153775841470098,AC026979.2,NK_cells
RTL8C,0.3101313849849931,3.342105445886866,0.729213706387775,0.4741799034904087,0.7154157958609504,RTL8C,NK_cells
TECPR1,0.32722504226907473,3.9387820336500887,0.7602789166770438,0.47417990350999384,0.7154157958609504,TECPR1,NK_cells
ATG14,-0.31338842274016104,4.207278465057973,0.5364845344160841,0.47449115074035686,0.7157883583274833,ATG14,NK_cells
LMAN1,-0.16850020196420265,6.5395987280354495,0.5354601966513601,0.47490645209445825,0.715999952440729,LMAN1,NK_cells
ABL2,0.3528591762951913,3.3617284466976565,0.5984382022359539,0.47499840455666903,0.715999952440729,ABL2,NK_cells
TOR1B,0.3329868277041273,3.062949531498947,0.9437484777431734,0.4749984048882702,0.715999952440729,TOR1B,NK_cells
ZNF398,0.35014295945025153,3.0321537288062896,0.629731952877372,0.4749984050873856,0.715999952440729,ZNF398,NK_cells
PPA2,0.1976152613802506,5.0441815989031955,0.849018268132522,0.47519882906338623,0.715999952440729,PPA2,NK_cells
ZFPL1,0.280203916155478,4.011957606912845,0.681270319105148,0.475341122240805,0.715999952440729,ZFPL1,NK_cells
JAML,0.3367224096828712,5.14428260397092,0.5342705135692223,0.47538956382192743,0.715999952440729,JAML,NK_cells
LINC00996,0.4561672999150724,0.7887207666779863,0.5338612155460246,0.4755559660644082,0.715999952440729,LINC00996,NK_cells
LINC-PINT,-0.46762332496744274,3.1213083278671006,0.5337496898201921,0.4756013245582066,0.715999952440729,LINC-PINT,NK_cells
DPP9,0.2535415111966885,3.793866441932518,0.5336426328936295,0.4756448724567649,0.715999952440729,DPP9,NK_cells
FRG1CP,0.29255842773966234,4.791191869607003,0.533573145356026,0.47567314175193365,0.715999952440729,FRG1CP,NK_cells
TRAV8-2,0.8970662572939346,1.9632753133022074,0.5334992593906283,0.4757032035664486,0.715999952440729,TRAV8-2,NK_cells
GRINA,-0.36596630942509806,3.8897427046356317,0.5333038959364629,0.47578270618323437,0.715999952440729,GRINA,NK_cells
YARS,0.20600500848360354,4.875633769972877,0.5329051107823968,0.47594506070612097,0.715999952440729,YARS,NK_cells
EEF1A1,0.13096110675562217,12.9354851444933,0.5328292566327486,0.47597595330322395,0.715999952440729,EEF1A1,NK_cells
LINC01215,-0.48988889123475193,4.082891773349698,0.5326848790505266,0.4760347623726153,0.715999952440729,LINC01215,NK_cells
LINC01772,-0.6772286866408063,2.3719595562829774,0.6063679389388018,0.4761753470902116,0.715999952440729,LINC01772,NK_cells
CEP85,-0.6870960550876416,1.8426607696728636,0.6705272593785697,0.4761753486289969,0.715999952440729,CEP85,NK_cells
