,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
PCID2,0.23356227276715683,5.940790452560925,4.215371269389018,0.056790699184228306,0.12862850669932052,PCID2,T_cells_CD4
ZCCHC14,0.38580668422761594,3.0057155582427804,4.212904827207884,0.0568553849723723,0.12874881683469047,ZCCHC14,T_cells_CD4
PLPBP,-0.2857906948079613,5.105137523201178,4.212042894478683,0.05687801061656504,0.12877385235198718,PLPBP,T_cells_CD4
HIST2H2BF,0.6198558240960573,1.7392745941010896,4.20618570008198,0.05703204024458903,0.12907389513025944,HIST2H2BF,T_cells_CD4
ZFYVE28,0.3925773332465104,3.6025420944761284,4.206121542646004,0.05703373012134914,0.12907389513025944,ZFYVE28,T_cells_CD4
AL359513.1,0.6015550560544103,2.140319503027921,4.2032363159307895,0.057109786139683934,0.12921974379643875,AL359513.1,T_cells_CD4
SYT11,0.4161825512278468,4.29946358812043,4.201070405045694,0.05716695849852614,0.12932281465215364,SYT11,T_cells_CD4
C12ORF57,-0.2633567254409191,8.52184392564241,4.199048335061594,0.05722039432982594,0.12940440060253733,C12ORF57,T_cells_CD4
GZF1,0.5216547066612861,2.7780055200592235,4.198825874258282,0.05722627670850753,0.12940440060253733,GZF1,T_cells_CD4
DNASE1,-0.481260387163706,3.955720999183692,4.198218702982398,0.05724233531877061,0.12941442049520963,DNASE1,T_cells_CD4
RB1,0.2736547950999066,4.686279479477482,4.19725018372189,0.057267961844946466,0.12943555713981206,RB1,T_cells_CD4
AC114980.1,-0.5703642642444641,2.0524827852392113,4.196986417058141,0.057274943298614045,0.12943555713981206,AC114980.1,T_cells_CD4
EPS15,-0.23287161389246755,5.52750206499386,4.194900357703778,0.057330192776026995,0.12953411400673576,EPS15,T_cells_CD4
TEX264,-0.29053077738911626,5.552405749578179,4.190076785190465,0.0574581841832023,0.1297678913075846,TEX264,T_cells_CD4
RAB14,-0.2971852541844319,6.593989387303745,4.189892262506138,0.05746308703921725,0.1297678913075846,RAB14,T_cells_CD4
IL13RA1,-0.9576785726090137,1.0352701542310259,4.189614249036984,0.057470474913238555,0.1297678913075846,IL13RA1,T_cells_CD4
ZNF445,0.33412477275309554,4.1874362586852705,4.189244703188059,0.057480296868498836,0.1297678913075846,ZNF445,T_cells_CD4
ARGLU1,-0.29113872993777873,7.805727178303899,4.187018441190884,0.05753950897577366,0.12984650518399865,ARGLU1,T_cells_CD4
RGS12,0.6070214525039254,1.7615300884126641,4.18692527253655,0.05754198854494788,0.12984650518399865,RGS12,T_cells_CD4
ING3,-0.3050872379625885,5.018652645024197,4.18661985598664,0.05755011770643893,0.12984650518399865,ING3,T_cells_CD4
GPATCH4,-0.343364806347979,4.833025059231787,4.185267661778576,0.05758612469601518,0.129901412214562,GPATCH4,T_cells_CD4
STOML1,0.49398410976485485,2.073294233059141,4.184017114053928,0.057619448418775934,0.1299502453700053,STOML1,T_cells_CD4
RHOG,-0.26526133627686166,6.260451534137456,4.182697577230945,0.05765463495058286,0.13000325911669108,RHOG,T_cells_CD4
TMF1,0.25290241502195876,6.444938491518164,4.179731391069427,0.05773382244112376,0.13015544739106896,TMF1,T_cells_CD4
SPIN1,0.3216582871583467,4.199372969434134,4.174790783723093,0.05786600288416883,0.13042392434243702,SPIN1,T_cells_CD4
TGIF1,-0.4653284791501202,4.856468118119822,4.174404632741138,0.05787634881646868,0.13042392434243702,TGIF1,T_cells_CD4
DENND6A,-0.3383695648159958,4.134076491538021,4.171860646245139,0.057944562518607814,0.13053442098524007,DENND6A,T_cells_CD4
CRAMP1,0.5698901070621611,2.651025530096329,4.171107388872254,0.05796477816604096,0.13053442098524007,CRAMP1,T_cells_CD4
SELENOF,0.23922028148049362,7.042742470873642,4.170575975832343,0.057979044995006834,0.13053442098524007,SELENOF,T_cells_CD4
XCL1,-1.8467679531789944,6.349654015416505,4.170397074853509,0.057983848867254495,0.13053442098524007,XCL1,T_cells_CD4
RPTOR,-0.48062757662639827,2.3771831579234166,4.170390585748519,0.05798402312228454,0.13053442098524007,RPTOR,T_cells_CD4
FAM20B,-0.4263529817393892,3.3624998922369675,4.169763512720428,0.058000865101012426,0.13054593095536265,FAM20B,T_cells_CD4
UTP14A,-0.28899662307723706,4.394994263559022,4.168296335203114,0.0580402930185206,0.13060826148324592,UTP14A,T_cells_CD4
MORF4L1P1,-0.7582672612209805,1.3634057296527127,4.166761287996858,0.058081578357495056,0.13067474572850615,MORF4L1P1,T_cells_CD4
AC005261.3,-0.6396367574147013,1.793887269168246,4.165871209533313,0.0581055328809761,0.13070221927349718,AC005261.3,T_cells_CD4
PSMG2,0.22835228898010798,6.5442289843218155,4.163469615248167,0.058170224196673906,0.13082129628389183,PSMG2,T_cells_CD4
ERCC1,-0.3691033017184344,4.434052673056911,4.162775489764478,0.058188937410434634,0.13083694411679545,ERCC1,T_cells_CD4
GOLGA8A,-0.3686669779653919,4.8877780489150515,4.162045641249685,0.05820862128576426,0.13085476770562637,GOLGA8A,T_cells_CD4
HSPB11,0.2707972968204363,6.365345057067232,4.1582996220874335,0.058309773286443524,0.13105568995923192,HSPB11,T_cells_CD4
GNG2,-0.3623051143670406,6.327195479574792,4.156812037591432,0.05834999882321123,0.13110117978645558,GNG2,T_cells_CD4
RBX1,-0.24342178607368206,7.453110952201687,4.156564613204957,0.05835669253286389,0.13110117978645558,RBX1,T_cells_CD4
P2RX5,-1.1214271311359623,2.3329184356345505,4.1560971044952115,0.058369342756819154,0.13110117978645558,P2RX5,T_cells_CD4
PSMD6-AS2,-0.5135751507586976,2.248789108940406,4.155809406491917,0.058377129112459465,0.13110117978645558,PSMD6-AS2,T_cells_CD4
CLTA,0.22073209189427367,7.255636682048429,4.153928549004296,0.05842806320084424,0.13118909490122987,CLTA,T_cells_CD4
FBXL18,0.7680931559199292,1.5453721995141096,4.15283279949165,0.05845776031885545,0.1312293005947683,FBXL18,T_cells_CD4
PRR12,-0.4804124996513813,3.016541048262514,4.1490190269336695,0.05856125926115968,0.13143513119110853,PRR12,T_cells_CD4
CTDP1,0.33006379035810246,3.5004896359436213,4.147380470571201,0.058605792523778226,0.13150856265920396,CTDP1,T_cells_CD4
GIN1,-0.34196877138459925,3.891419726003659,4.146317922368889,0.05863469199585644,0.13152787694575785,GIN1,T_cells_CD4
ZNF32,-0.2785194392752578,5.287765302962858,4.146195063183276,0.05863803462756967,0.13152787694575785,ZNF32,T_cells_CD4
NAP1L5,-0.7169130861342283,1.9884284867307442,4.144489472727733,0.058684461675506366,0.13160549233294094,NAP1L5,T_cells_CD4
ZNF93,0.5592380903082099,3.0193755273971297,4.143704477294584,0.058705844095603636,0.13162692280098073,ZNF93,T_cells_CD4
YIPF1,-0.36176700678152873,3.4173360959117276,4.142231079905533,0.0587460024340523,0.13169043445941633,YIPF1,T_cells_CD4
SLIRP,-0.3057434524675951,6.49626378075948,4.140931262004613,0.05878145642677452,0.13174337696939195,SLIRP,T_cells_CD4
Z98885.3,-0.5716541156827939,1.5011311685455355,4.13895201529897,0.05883549066674641,0.13183793257920023,Z98885.3,T_cells_CD4
ZNF770,-0.271233298221196,5.3667872266754095,4.137849451442949,0.05886561629560747,0.13187888674921722,ZNF770,T_cells_CD4
STK10,-0.26124416273143974,6.003606021167184,4.1370788595669685,0.058886682079127624,0.13189953140283567,STK10,T_cells_CD4
PDZD8,0.36019862589954327,3.9697127604010762,4.133860883894363,0.058974747675559255,0.13207020958329468,PDZD8,T_cells_CD4
ZNF182,-0.4700738831974414,2.819973389906832,4.130970828014809,0.059053970457321435,0.1322210201548959,ZNF182,T_cells_CD4
OGT,-0.22941121055997618,6.06274954492641,4.124793505081827,0.05922372212714123,0.13257442221944526,OGT,T_cells_CD4
PIDD1,0.5046652022435228,2.306246701347515,4.1214450515630885,0.05931597547461266,0.1327542342715542,PIDD1,T_cells_CD4
ARRDC5,-0.5532540430460287,2.270119377473139,4.117913425013063,0.05941345759544797,0.13294567411285402,ARRDC5,T_cells_CD4
TJP3,0.5628301693305294,2.1116055360253223,4.116964425145431,0.05943968440370525,0.1329776256107014,TJP3,T_cells_CD4
SERINC5,-0.46190074583074436,5.206851928654424,4.114544403686316,0.05950662606624273,0.13310063266022537,SERINC5,T_cells_CD4
TACC1,-0.23005849025152944,5.436935566889519,4.113384165373558,0.05953875138371354,0.13314573094248175,TACC1,T_cells_CD4
UBN1,0.21763376278210234,5.418248785185309,4.111160455295973,0.059600379410365986,0.13325677437472347,UBN1,T_cells_CD4
RPL34P18,-0.6736303459050715,1.8878451388891875,4.110344356969892,0.05962301552041572,0.13327669543522805,RPL34P18,T_cells_CD4
PPP3R1,0.26999984561322393,4.6583457497966965,4.1099759112952245,0.05963323838880824,0.13327669543522805,PPP3R1,T_cells_CD4
PDGFD,-4.478956059043019,3.381000723221909,4.199870940093721,0.059657918726172036,0.1333050864128277,PDGFD,T_cells_CD4
TIMM22,0.39140993790061057,4.507407773371899,4.105034818445638,0.05977053192865004,0.13352991175549475,TIMM22,T_cells_CD4
GINS4,0.5467975105194232,2.4606186033588053,4.103484966104164,0.05981367238780073,0.1335684168981964,GINS4,T_cells_CD4
NARS2,0.47438290728430377,3.0536130461772473,4.102919260917542,0.05982942798178122,0.1335684168981964,NARS2,T_cells_CD4
AL645933.2,-0.6617598987234372,1.7574604241880447,4.102805991219807,0.05983258326729109,0.1335684168981964,AL645933.2,T_cells_CD4
NPEPPS,0.25972240586063183,4.929634454790483,4.102691578572068,0.05983577058889553,0.1335684168981964,NPEPPS,T_cells_CD4
FAM111A-DT,-0.7799736656359851,2.557216726484109,4.101877491423785,0.059858455264516844,0.1335922612981898,FAM111A-DT,T_cells_CD4
EXOSC5,0.3369650953916562,4.14242809717417,4.100675379124016,0.05989197072626501,0.1336402634689915,EXOSC5,T_cells_CD4
GAN,0.44988844169463393,3.285759906033611,4.098289535596188,0.05995855422443841,0.13376201814351563,GAN,T_cells_CD4
TAF12,0.24413717725285347,5.855817940666907,4.096453957859174,0.060009839997450756,0.1338496030404062,TAF12,T_cells_CD4
CENPL,0.4990105863889405,3.396624344393454,4.092580126380202,0.06011824282940472,0.1340514200622794,CENPL,T_cells_CD4
IL15RA,-0.5907669232796048,3.104034382246771,4.092072267310006,0.0601324714145827,0.1340514200622794,IL15RA,T_cells_CD4
ATP2A2,-0.3810051022012154,4.046109877552437,4.091930119014304,0.06013645466046372,0.1340514200622794,ATP2A2,T_cells_CD4
MIF4GD,0.3292352474147198,4.8143826665429765,4.0901357144892465,0.06018676359499271,0.1340963743198347,MIF4GD,T_cells_CD4
USP28,0.3365343720956558,5.001506652419226,4.090011200662051,0.06019025636141817,0.1340963743198347,USP28,T_cells_CD4
HLA-DRB5,-1.425001969720315,3.286099418525216,4.089921737962827,0.060192766046890764,0.1340963743198347,HLA-DRB5,T_cells_CD4
CHKB-DT,0.663783225984915,1.2890980583855112,4.0879209699455785,0.06024892533440943,0.13419462456913686,CHKB-DT,T_cells_CD4
ATP13A2,0.43883462564822373,2.930189582337518,4.0855745418714555,0.06031486503753349,0.13431461541971745,ATP13A2,T_cells_CD4
CDV3,-0.2838998442828854,7.0873418888743664,4.0834262547776286,0.06037531061294372,0.13442232588959063,CDV3,T_cells_CD4
KLF11,0.8115121216154324,1.4649125978066662,4.082930041181094,0.06038928247081807,0.13442654278004101,KLF11,T_cells_CD4
CCDC138,0.5288950597269669,2.3295338099474594,4.082074602437119,0.0604133778953268,0.13445328853729002,CCDC138,T_cells_CD4
TCEAL4,0.3245882704077057,4.651972280419376,4.08123873926074,0.06043693279632272,0.13447882087626387,TCEAL4,T_cells_CD4
QTRT2,-0.4968956671948919,3.610543936505407,4.079631326331885,0.06048226043790458,0.13455278006673554,QTRT2,T_cells_CD4
SIMC1,0.4896652155511025,2.487259387715531,4.078585124822791,0.060511783780636715,0.13459155744973753,SIMC1,T_cells_CD4
ATXN2,0.3544314351729715,5.434644145079366,4.077024837340106,0.06055584573951447,0.134662649966193,ATXN2,T_cells_CD4
CRIPT,0.2518825297676904,5.63840882923443,4.074123877056584,0.06063786766041452,0.13481811167806904,CRIPT,T_cells_CD4
RAPGEF1,-0.35030829006432074,4.947428494052127,4.0727132277996105,0.06067779942104523,0.1348799495818321,RAPGEF1,T_cells_CD4
ZNF441,0.3703696640583264,3.423013790503757,4.070728346849916,0.06073403829678206,0.1349780044415304,ZNF441,T_cells_CD4
NFE2L2,-0.255643107363262,6.4383242506994005,4.069827169025974,0.06075959206818168,0.13500783783566822,NFE2L2,T_cells_CD4
OTUD6B-AS1,-0.2678586778109117,6.671681120455804,4.069382479760068,0.060772206300428636,0.13500891339795823,OTUD6B-AS1,T_cells_CD4
SMPD2,0.4807382018429082,2.0958323331595077,4.068939326624164,0.06078478000756383,0.1350098985200929,SMPD2,T_cells_CD4
TAP1,-0.421468836680445,6.669592704732848,4.06744708653389,0.060827142145363514,0.13507703353509495,TAP1,T_cells_CD4
RTRAF,0.2337215174028759,7.569201690574291,4.066197523642097,0.06086264167811526,0.13508718492457378,RTRAF,T_cells_CD4
NAIP,-0.5338945155895795,3.403948704228357,4.065636389056458,0.06087859115474183,0.13508718492457378,NAIP,T_cells_CD4
AP2B1,-0.4435050218498659,6.1640359403642355,4.065624809430204,0.060878920341162435,0.13508718492457378,AP2B1,T_cells_CD4
PAF1,-0.35348642878520004,4.056116933019812,4.065577604195683,0.060880262316411686,0.13508718492457378,PAF1,T_cells_CD4
KLHL2,-0.476478613528613,2.8555609869169856,4.063635064245843,0.060935515905834375,0.13518283676139856,KLHL2,T_cells_CD4
VPS13D,-0.3274022017012648,4.428951976951603,4.060797848895581,0.06101632314588729,0.13533512885885327,VPS13D,T_cells_CD4
TBCE-1,0.45175254375348495,2.3588440052070094,4.060314167859113,0.061030111463709756,0.13533874090278733,TBCE-1,T_cells_CD4
RNFT1,0.39345853470547715,3.918468835973084,4.05667459051517,0.06113398212937839,0.13554207591633097,RNFT1,T_cells_CD4
VPS50,0.29638964020355885,4.292591679492348,4.0535233993193485,0.06122408182735388,0.1357148039710115,VPS50,T_cells_CD4
BATF3,0.7839545810902812,2.0857346870550275,4.047947276456772,0.06138389703394311,0.1360419701289898,BATF3,T_cells_CD4
PSMA6,0.30086311906535507,4.493235289629034,4.044288797410407,0.061489016711871104,0.13624781126878865,PSMA6,T_cells_CD4
DNAJC13,-0.30683703225343545,4.015167511977786,4.035227897679958,0.061750273784751133,0.1367994719793551,DNAJC13,T_cells_CD4
SYK,-1.029244239680263,2.3785273107656173,4.033563171687872,0.061798414817425824,0.13686424607951364,SYK,T_cells_CD4
CD59,0.361222629686648,5.094448770113694,4.033366466746606,0.06180410609125208,0.13686424607951364,CD59,T_cells_CD4
SNHG15,0.6181314058099276,5.407946089038935,4.03203485281403,0.06184264988879252,0.13692235791968585,SNHG15,T_cells_CD4
PAPOLA,-0.21145510287799765,7.058606082615093,4.029911499660768,0.06190416896225933,0.13703130480309195,PAPOLA,T_cells_CD4
CPT2,-0.4426338285211723,3.0759683777430893,4.027069705437185,0.06198661532453799,0.13718652387395264,CPT2,T_cells_CD4
IAH1,-0.24840358549238603,5.718904465154743,4.026078649936749,0.06201539814489704,0.13722293863870857,IAH1,T_cells_CD4
DESI1,-0.30007257439106527,5.038365835490358,4.023284965059328,0.062096618283708174,0.13737534515954522,DESI1,T_cells_CD4
RPUSD3,0.33459907531918165,4.766701801514598,4.022632750189534,0.062115597905671914,0.13739002477943726,RPUSD3,T_cells_CD4
ZNF213,0.6910603294807165,1.979899176670878,4.020365979111222,0.06218161439435866,0.13748301422458292,ZNF213,T_cells_CD4
SWSAP1,-0.4967425167003355,3.0432045238934107,4.020340927736746,0.06218234443904317,0.13748301422458292,SWSAP1,T_cells_CD4
AC020978.9,-0.5675209975280765,1.6943007687919194,4.018898648888975,0.06222439211882604,0.1375486562626681,AC020978.9,T_cells_CD4
TBC1D10A,0.37487687951681165,4.048871538587793,4.018441651627973,0.062237722200093534,0.13755080382983342,TBC1D10A,T_cells_CD4
PACSIN2,0.36728982858827425,3.9227179104030205,4.016568435652555,0.06229239670806501,0.13762831150549512,PACSIN2,T_cells_CD4
ZNF28,-0.47609354033340795,3.0198703682982986,4.016392894024268,0.06229752321335889,0.13762831150549512,ZNF28,T_cells_CD4
DDX11,0.5181748949097194,2.516864910296604,4.013623181010282,0.06237847516463118,0.13777980325111036,DDX11,T_cells_CD4
PUDP,-0.5858039564552873,2.1960821863407,4.0131656821724695,0.06239185859333037,0.13778202106027124,PUDP,T_cells_CD4
AGPAT5,0.34798117912785687,4.00075391357088,4.011022965360276,0.06245458528122599,0.13789318273756104,AGPAT5,T_cells_CD4
USP4,-0.3080960665239766,4.368296816348473,4.009535775151702,0.06249816527113011,0.13794491754081914,USP4,T_cells_CD4
DNAJC3,-0.25705061005137236,5.506938046084848,4.009377515010479,0.06250280495582668,0.13794491754081914,DNAJC3,T_cells_CD4
THEMIS,-0.584454505259012,5.146061867713989,4.0071347554531025,0.06256859893750633,0.13806274904330798,THEMIS,T_cells_CD4
MLEC,0.2527890972182268,5.984504372826864,4.006000670363713,0.0626018995382791,0.13810884873360682,MLEC,T_cells_CD4
CD244,-1.3016616685319888,2.8236477322210085,4.0032159766475965,0.06268375575339827,0.13823057702764568,CD244,T_cells_CD4
ASCC3,-0.3146947330350169,5.215636964864513,4.003004650020865,0.06268997282784339,0.13823057702764568,ASCC3,T_cells_CD4
BMP2K,0.4751378516020629,2.6646675171099146,4.0028563755597935,0.06269433538504542,0.13823057702764568,BMP2K,T_cells_CD4
NUP43,0.31233500936453323,4.4495683749559,3.9997003879963535,0.0627872758120377,0.13840807680490783,NUP43,T_cells_CD4
PTEN,0.23677691373975313,5.833303154501263,3.998738285495654,0.06281564079073856,0.13844318455463767,PTEN,T_cells_CD4
CTU1,0.30685108160734326,4.504815400093427,3.9930515946389953,0.06298360438712768,0.13878320111371056,CTU1,T_cells_CD4
RABGGTA,-0.5587540451958717,2.542199731763015,3.9926713338029933,0.06299485462951175,0.13878320111371056,RABGGTA,T_cells_CD4
ZMAT2,0.2529829464501244,6.844523390116202,3.9887957464027797,0.06310965058045195,0.1390041791770817,ZMAT2,T_cells_CD4
HSDL2,0.2937623078870977,4.180991645417095,3.9884421395886407,0.06312013670808363,0.1390041791770817,HSDL2,T_cells_CD4
SPATA33,0.35529405882693516,3.4399398802974295,3.9871493873590333,0.06315849035444855,0.13906112713056623,SPATA33,T_cells_CD4
SOCS1,-0.5316980707941341,5.415719747617704,3.9856401134097967,0.0632033023714893,0.1391322696587571,SOCS1,T_cells_CD4
MXD1,0.38379797627832296,3.7678869049020074,3.9842355028241805,0.06324504029348223,0.13919526554915698,MXD1,T_cells_CD4
WDR12,0.39936510567997063,3.5462360043768824,3.983835508866816,0.06325693199888913,0.13919526554915698,WDR12,T_cells_CD4
ZDHHC8,0.5203647932409307,2.3768362137649186,3.9827295601315593,0.06328982517761668,0.13924011745935436,ZDHHC8,T_cells_CD4
PSPC1,-0.389313004558249,4.627816993499168,3.9768282731838345,0.06346568074632859,0.13959941239261606,PSPC1,T_cells_CD4
AC083799.1,0.39254030480855645,2.428436894475718,3.9753111656928937,0.06351098232749211,0.13967145491108224,AC083799.1,T_cells_CD4
RNU4-2,-0.7443659476671538,2.1307919542643656,3.97340101772584,0.06356807420215622,0.1397693927044644,RNU4-2,T_cells_CD4
PMS2CL,-0.469861363787882,2.3987303155441,3.9713482600422694,0.06362949556757169,0.1398768093357837,PMS2CL,T_cells_CD4
ERAP2,-0.848111333167837,5.887729039381371,3.9706732905133593,0.06364970678945973,0.13989360911664434,ERAP2,T_cells_CD4
HSPA14,0.38323248170494373,2.759333401278609,3.969623331919475,0.06368116160643453,0.13993510931483047,HSPA14,T_cells_CD4
TTF2,0.30647731672007367,4.0565952884178,3.968806882455842,0.06370563351501773,0.13996125168222412,TTF2,T_cells_CD4
ZNF10,-0.4431998979761824,2.5172420947896836,3.9653335909766425,0.06380986374886645,0.14016257815766403,ZNF10,T_cells_CD4
STARD3,-0.33731098301841805,3.8146868153442877,3.9604171220709565,0.06395774434208547,0.14045968716010485,STARD3,T_cells_CD4
TIMM9,0.23169074249216964,5.4135647899859904,3.959782997879579,0.06397684715816035,0.14047392165522288,TIMM9,T_cells_CD4
